,id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type
3216,624163,150.357085,2.244179,0.3781,5.67,2.27,0.012748,0.005343,field,510.0,30.0,satellite
3217,595782,150.560931,2.205088,0.8223,11.49,4.55,0.032189999999999996,0.255002,filament,2856.0,160.0,satellite
3218,595853,150.55783300000002,2.2046419999999998,0.8891,12.72,5.24,0.344194,0.134732,cluster,2856.0,160.0,satellite
3226,623780,149.67521299999999,2.2463610000000003,0.923,4.1,1.73,0.278172,0.08843200000000001,cluster,4133.0,106.0,satellite
3228,595821,149.852923,2.204509,0.9294,8.68,3.69,0.454746,0.221926,cluster,4414.0,28.0,satellite
3231,596105,149.65366,2.205906,0.9129,2.85,1.19,0.139707,0.26004,filament,4073.0,10.0,satellite
3232,596094,150.558151,2.2073419999999997,0.9302,6.58,2.8,0.22353,0.10166499999999999,cluster,4415.0,12.0,satellite
3236,595975,150.021265,2.205567,0.9506,12.53,5.37,0.327125,0.37743499999999996,filament,3455.0,121.0,satellite
3240,595089,150.10266399999998,2.203672,0.8917,6.18,2.55,0.159585,0.12440599999999999,field,3455.0,121.0,satellite
3241,736999,149.490003,2.416123,0.462,11.87,4.82,0.635951,0.40531999999999996,cluster,928.0,78.0,satellite
3243,647854,149.733343,2.281864,0.9735,2.76,1.19,4e-05,0.027991000000000002,field,4576.0,28.0,satellite
3244,647845,150.334968,2.2829200000000003,0.984,3.01,1.29,0.216887,0.192046,cluster,5066.0,22.0,satellite
3249,647741,149.919154,2.2814,0.659,3.97,1.66,0.149793,0.076421,field,1911.0,14.0,satellite
3251,647607,149.603297,2.280869,0.9665,6.07,2.62,0.037758,0.05816,filament,4783.0,16.0,satellite
3253,647508,149.868207,2.280007,0.2778,10.25,3.9,0.538367,0.350115,cluster,180.0,13.0,satellite
3258,647389,150.218016,2.282569,0.8616,22.47,9.02,0.8256819999999999,0.35951900000000003,cluster,3541.0,46.0,satellite
3259,647381,150.207468,2.281885,0.9194,5.0,2.11,0.032497000000000005,0.218038,filament,3541.0,46.0,satellite
3261,647336,150.207788,2.2815830000000004,0.8802,30.25,12.36,0.773961,0.299948,cluster,3541.0,46.0,satellite
3262,647327,150.042999,2.2824709999999997,0.7249,3.33,1.34,0.05134299999999999,0.069565,filament,2189.0,37.0,satellite
3265,647288,149.60265800000002,2.281405,0.951,4.05,1.74,0.007657,0.018719,field,4783.0,16.0,satellite
3267,485396,150.510651,2.035515,0.8634,4.25,1.71,0.022503,0.101124,filament,3793.0,11.0,satellite
3269,384138,150.01781599999998,1.875321,0.3343,9.13,3.63,0.159499,0.360358,filament,348.0,11.0,satellite
3271,486262,150.601691,2.036036,0.4303,5.35,2.18,0.015544,0.559669,filament,737.0,26.0,satellite
3274,486201,149.5485,2.038224,0.7077,5.83,2.38,0.031019,0.024619,field,2277.0,16.0,satellite
3275,486080,150.538977,2.036316,0.8812,5.45,2.23,0.057379,0.21023000000000003,filament,3521.0,15.0,satellite
3276,486059,149.488909,2.0391310000000002,0.9579,4.41,1.9,0.060146000000000005,0.234066,filament,4838.0,47.0,satellite
3277,648033,150.538751,2.2825919999999997,0.9787,3.61,1.56,0.191657,0.17482,cluster,5064.0,11.0,satellite
3278,486013,150.47300900000002,2.03694,0.3108,22.46,8.68,0.5988,0.50089,cluster,246.0,67.0,satellite
3279,485917,150.400977,2.037467,0.9488,8.44,3.62,0.098813,0.101186,filament,4404.0,16.0,satellite
3282,485786,150.073607,2.037035,1.1778,13.69,7.47,0.623525,0.51366,cluster,6700.0,19.0,satellite
3284,485675,149.70136499999998,2.038368,1.1516,2.21,1.14,0.064166,0.197357,filament,6569.0,10.0,satellite
3287,485410,150.401305,2.037754,0.9498,8.34,3.58,0.094764,0.10394500000000001,filament,4404.0,16.0,satellite
3288,485927,150.262935,2.037916,0.9525,3.12,1.34,0.00195,0.141024,filament,4292.0,31.0,satellite
3302,737434,150.144464,2.415909,0.8325,3.22,1.28,0.018134,0.023694,field,3393.0,11.0,satellite
3303,737403,149.546664,2.417169,0.8491,12.73,5.09,0.686203,0.216921,cluster,3138.0,38.0,satellite
3304,737350,149.55870900000002,2.417052,0.8323,11.24,4.46,0.12384300000000001,0.14776199999999998,filament,3138.0,38.0,satellite
3305,737345,149.529505,2.4139630000000003,0.48,5.58,2.24,0.042563,0.278924,filament,1010.0,10.0,satellite
3306,737341,150.399945,2.414978,0.1201,12.33,5.0,0.8386809999999999,0.300329,cluster,3.0,35.0,satellite
3307,737328,149.90376,2.417151,0.7397,8.06,3.2,0.05839400000000001,0.11216500000000001,filament,2398.0,23.0,satellite
3309,737291,149.578578,2.41812,0.8525,2.1,0.84,0.000169,0.361256,filament,3138.0,38.0,satellite
3311,737121,149.942075,2.417377,0.858,7.28,2.92,0.28001,0.46925900000000004,filament,3755.0,23.0,satellite
3317,647184,150.007794,2.280107,0.3765,2.51,1.0,0.001585,0.027332,filament,465.0,37.0,satellite
3319,647165,150.507975,2.2802,0.8284,10.5,4.17,0.019933000000000003,0.186499,filament,3187.0,14.0,satellite
3321,647134,149.48329099999998,2.2819220000000002,1.0751,2.24,1.07,0.010381,0.061137000000000004,filament,5966.0,13.0,satellite
3322,647098,150.214524,2.2801,0.8482,20.5,8.2,0.680188,0.323392,cluster,3541.0,46.0,satellite
3326,646540,150.319517,2.279886,0.9768,11.07,4.78,0.506311,0.190442,cluster,5066.0,22.0,satellite
3327,646982,150.289479,2.282204,0.1148,4.02,1.64,0.280366,0.46619700000000003,filament,3.0,35.0,satellite
3328,646843,150.05428500000002,2.281768,0.9413,9.27,3.98,0.184599,0.487548,filament,4306.0,19.0,satellite
3330,646764,150.217144,2.279983,0.8733,29.95,12.18,0.792914,0.37911,cluster,3541.0,46.0,satellite
3334,646666,150.21315900000002,2.279541,0.8506,18.83,7.53,0.6326189999999999,0.334313,cluster,3541.0,46.0,satellite
3337,646969,150.08189,2.281748,0.7167,4.64,1.88,0.023008,0.048152,filament,2189.0,37.0,satellite
3339,595076,150.02550300000001,2.203184,0.9492,12.05,5.17,0.319275,0.42664799999999997,filament,3455.0,121.0,satellite
3344,695933,149.652447,2.355528,0.869,3.91,1.58,0.266785,0.14734,cluster,3133.0,31.0,satellite
3345,695931,150.019528,2.352598,0.6994,6.91,2.84,0.035849,0.038045999999999996,filament,2348.0,12.0,satellite
3347,695847,150.218308,2.3523080000000003,0.7048,4.48,1.83,0.031369,0.049604,filament,2286.0,17.0,satellite
3348,695841,150.024832,2.351852,0.93,11.48,4.88,0.23310999999999998,0.161106,cluster,4136.0,74.0,satellite
3349,695790,150.018439,2.3541990000000004,0.7249,5.54,2.24,0.012704,0.032893,filament,2348.0,12.0,satellite
3352,695653,150.254848,2.351423,0.723,6.56,2.65,0.016013,0.033530000000000004,filament,2286.0,17.0,satellite
3353,695647,149.959263,2.353644,0.9256,5.61,2.37,0.337966,0.45810500000000004,filament,4490.0,20.0,satellite
3355,695612,150.49301499999999,2.353383,0.6605,5.61,2.34,0.068815,0.10799600000000001,filament,1916.0,17.0,satellite
3359,695446,149.886425,2.3517040000000002,1.0021,3.8,1.64,0.069371,0.22653600000000002,filament,5539.0,11.0,satellite
3360,695434,150.053223,2.354895,0.2014,8.4,2.95,0.7123079999999999,0.248081,cluster,66.0,66.0,satellite
3365,696150,150.133427,2.352287,0.2164,22.93,8.17,0.6981310000000001,0.24777600000000002,cluster,66.0,66.0,satellite
3368,696495,150.172635,2.3538959999999998,0.7095,3.92,1.6,0.002114,0.00585,field,2161.0,13.0,satellite
3369,696472,150.4369,2.353165,0.6517,6.41,2.69,0.24869699999999997,0.11408299999999999,cluster,1916.0,17.0,satellite
3371,696432,149.677003,2.354678,0.9481,5.65,2.43,0.20527399999999998,0.236209,filament,4586.0,83.0,satellite
3375,696149,150.240307,2.354299,0.7199,9.7,3.92,0.030864999999999997,0.035979000000000004,filament,2286.0,17.0,satellite
3376,696276,150.236394,2.3519240000000003,0.7157,11.47,4.65,0.045963,0.041329000000000005,field,2286.0,17.0,satellite
3377,696260,150.061548,2.355648,0.2001,8.62,3.02,0.731399,0.23735799999999999,cluster,66.0,66.0,satellite
3385,696194,150.255566,2.352802,0.7214,6.07,2.45,0.014946000000000001,0.037745,filament,2286.0,17.0,satellite
3386,696266,150.735614,2.35489,0.9603,3.61,1.56,0.148591,0.19548,filament,4860.0,14.0,satellite
3387,696561,149.950622,2.354588,0.9262,8.91,3.77,0.291645,0.45047,filament,4490.0,20.0,satellite
3389,695303,149.647304,2.352712,0.9442,18.13,7.78,0.6127779999999999,0.492679,cluster,4586.0,83.0,satellite
3390,485370,150.508838,2.0365860000000002,0.4146,2.69,1.09,0.145278,0.465571,filament,713.0,40.0,satellite
3397,485126,150.315474,2.036686,0.9521,8.85,3.8,0.18745599999999998,0.281276,filament,4648.0,20.0,satellite
3398,485075,150.07777,2.037686,1.1695,14.59,7.81,0.719363,0.378734,cluster,6700.0,19.0,satellite
3399,485373,150.460662,2.0346130000000002,0.32,18.69,7.35,0.697217,0.475577,cluster,246.0,67.0,satellite
3400,485056,149.66751599999998,2.036367,1.1572,3.04,1.58,0.009701000000000001,0.283439,filament,6569.0,10.0,satellite
3401,485019,150.068511,2.034888,0.3723,2.22,0.89,0.003428,0.030133999999999998,filament,484.0,42.0,satellite
3409,484502,150.29380700000002,2.035524,0.9855,16.96,7.3,0.445191,0.165937,cluster,4977.0,14.0,satellite
3413,665260,149.97605,2.310253,0.9315,13.17,5.6,0.496461,0.43186899999999995,cluster,4136.0,74.0,satellite
3417,695241,150.728778,2.353494,1.1225,1.14,0.57,0.03216,0.060582000000000004,filament,6082.0,10.0,satellite
3419,695185,150.02928899999998,2.351669,0.9302,13.1,5.57,0.191725,0.144477,cluster,4136.0,74.0,satellite
3421,695139,149.890106,2.3524599999999998,0.28,2.81,1.07,0.046018,0.255035,filament,180.0,13.0,satellite
3422,695134,149.734157,2.350751,0.9562,7.36,3.16,0.081652,0.078312,field,4664.0,29.0,satellite
3424,665278,149.979064,2.3107,0.8535,4.48,1.79,0.216311,0.33784699999999995,filament,3390.0,11.0,satellite
3434,665301,149.862177,2.3072220000000003,0.3771,9.47,3.79,0.06752899999999999,0.10191599999999999,filament,379.0,157.0,satellite
3436,595068,150.09313400000002,2.204256,0.8963,7.78,3.22,0.290089,0.174809,cluster,3455.0,121.0,satellite
3438,696694,149.95209599999998,2.355939,0.9456,8.18,3.51,0.315409,0.41539499999999996,filament,4490.0,20.0,satellite
3439,594293,149.598407,2.203026,0.9412,2.89,1.24,0.000657,0.010776,field,4133.0,106.0,satellite
3440,594248,149.96610900000002,2.204205,0.4306,16.52,6.74,0.517354,0.142907,cluster,720.0,16.0,satellite
3441,594198,150.094054,2.198999,0.9264,33.71,14.26,0.709579,0.653616,cluster,3455.0,121.0,satellite
3442,594173,150.550065,2.202154,0.8669,8.19,3.3,0.373744,0.179757,cluster,2856.0,160.0,satellite
3444,564058,150.743585,2.15761,1.0508,19.65,9.23,0.7322350000000001,0.376919,cluster,5827.0,10.0,satellite
3446,564004,150.00411,2.157152,0.9263,8.83,3.73,0.166626,0.449046,filament,3455.0,121.0,satellite
3447,563987,150.726885,2.158083,1.0535,5.66,2.66,0.722405,0.39548,cluster,5827.0,10.0,satellite
3449,563959,150.055598,2.1577599999999997,0.9422,10.14,4.35,0.099399,0.20965100000000003,filament,4357.0,15.0,satellite
3451,563914,149.64224,2.157768,0.957,8.73,3.76,0.11628699999999999,0.5888720000000001,filament,4562.0,37.0,satellite
3452,563787,149.637675,2.157168,0.9552,10.47,4.5,0.127751,0.6373479999999999,filament,4562.0,37.0,satellite
3455,563682,149.996648,2.154531,0.9139,7.57,3.17,0.242031,0.323946,filament,3455.0,121.0,satellite
3462,594386,149.515034,2.20432,1.004,6.3,2.73,0.11765899999999999,0.24088400000000001,filament,5195.0,13.0,satellite
3463,594445,149.812467,2.20281,1.1008,6.45,3.12,0.173429,0.517636,filament,6212.0,21.0,satellite
3467,594913,150.525325,2.202681,0.3784,3.85,1.54,0.009661,0.010459,field,561.0,11.0,satellite
3468,594906,149.730578,2.2043880000000002,1.019,5.72,2.51,0.189191,0.201873,filament,5326.0,26.0,satellite
3469,594866,150.144047,2.200159,0.9227,13.07,5.53,0.365501,0.626038,filament,4413.0,21.0,satellite
3472,594826,149.809589,2.2046330000000003,1.1181,8.18,4.04,0.381419,0.402188,filament,6212.0,21.0,satellite
3473,594413,149.875423,2.20059,0.34,4.69,1.87,0.00971,0.12233599999999999,filament,379.0,157.0,satellite
3474,594802,149.814328,2.203276,1.1532,10.11,5.26,0.43676499999999996,0.32105100000000003,cluster,6212.0,21.0,satellite
3475,594775,149.63533,2.202407,1.0165,8.34,3.64,0.237387,0.553941,filament,4133.0,106.0,satellite
3476,594748,150.33436799999998,2.201866,0.3671,4.55,1.83,0.0037689999999999998,0.06767999999999999,filament,510.0,30.0,satellite
3483,594454,149.65018600000002,2.204376,0.9404,6.51,2.79,0.391498,0.25400100000000003,cluster,4133.0,106.0,satellite
3484,594785,149.69718400000002,2.2025740000000003,1.0071,14.88,6.44,0.7185600000000001,0.541931,cluster,4651.0,33.0,satellite
3485,696685,149.728115,2.353125,0.9749,4.13,1.78,0.006138,0.101951,filament,4664.0,29.0,satellite
3489,726345,150.172902,2.399232,0.8318,3.54,1.4,0.012974000000000001,0.010237999999999999,field,3393.0,11.0,satellite
3490,726308,149.61871299999999,2.399466,0.8336,18.48,7.34,0.14682699999999999,0.278472,filament,2860.0,42.0,satellite
3491,726298,149.620676,2.39932,0.809,10.95,4.34,0.146677,0.262569,filament,2860.0,42.0,satellite
3493,726225,150.135926,2.3995349999999998,0.894,8.46,3.5,0.229503,0.259706,filament,3982.0,22.0,satellite
3494,726223,149.92838799999998,2.400416,0.8856,13.31,5.45,0.264225,0.352141,filament,3755.0,23.0,satellite
3495,726213,150.619777,2.396707,0.6046,8.27,3.55,0.201578,0.358629,filament,1480.0,80.0,satellite
3496,726196,149.953263,2.396671,0.329,2.77,1.1,0.001076,0.033644,filament,335.0,42.0,satellite
3497,726439,150.203026,2.398838,0.8469,5.52,2.2,0.044903,0.131458,filament,3548.0,12.0,satellite
3502,725982,149.922595,2.398631,0.8696,11.0,4.45,0.49108199999999996,0.368464,cluster,3755.0,23.0,satellite
3507,696727,150.232701,2.354448,0.7187,7.72,3.12,0.022509,0.033192,filament,2286.0,17.0,satellite
3508,726083,149.487945,2.399338,0.4631,7.38,2.99,0.559407,0.332854,cluster,928.0,78.0,satellite
3509,726443,150.196559,2.400186,0.9129,6.48,2.72,0.414731,0.582802,filament,4024.0,20.0,satellite
3512,726497,150.21133600000002,2.40056,0.8573,9.14,3.66,0.300989,0.449608,filament,3548.0,12.0,satellite
3514,727139,150.087808,2.400332,0.2105,21.88,7.75,0.854799,0.153058,cluster,66.0,66.0,satellite
3515,727116,149.60274099999998,2.402361,0.8075,4.39,1.74,0.098512,0.201377,filament,2860.0,42.0,satellite
3518,726989,150.58264499999999,2.398261,0.5978,11.27,4.84,0.5194340000000001,0.335972,cluster,1480.0,80.0,satellite
3519,726981,150.176658,2.401261,0.8346,4.27,1.7,0.023941,0.026625,filament,3393.0,11.0,satellite
3521,726818,150.407898,2.400395,0.3771,10.48,4.2,0.078654,0.020993,field,387.0,73.0,satellite
3522,726496,149.69394,2.39681,0.3571,14.19,5.68,0.442104,0.42768199999999995,cluster,331.0,84.0,satellite
3523,726783,150.20961499999999,2.4004060000000003,0.8923,16.95,6.98,0.386546,0.2848,cluster,4024.0,20.0,satellite
3525,726722,150.21463,2.400188,0.8948,16.71,6.91,0.568854,0.37248400000000004,cluster,4024.0,20.0,satellite
3526,726717,149.634725,2.3998209999999998,0.8264,11.69,4.63,0.129064,0.186123,filament,2860.0,42.0,satellite
3528,726640,149.591793,2.3985849999999997,0.8318,4.57,1.81,0.037138,0.204,filament,2860.0,42.0,satellite
3529,726615,149.666152,2.401392,0.9671,4.91,2.12,0.06686399999999999,0.37081,filament,4586.0,83.0,satellite
3531,726541,149.577084,2.401112,0.8008,2.49,0.99,0.041504,0.08455900000000001,filament,2860.0,42.0,satellite
3533,726771,150.500347,2.40129,0.9811,2.62,1.13,0.024975999999999998,0.12169300000000001,filament,4935.0,20.0,satellite
3535,484455,150.0612,2.035698,1.187,5.25,2.89,0.22827600000000003,0.485192,filament,6700.0,19.0,satellite
3536,384425,149.41441,1.8713369999999998,1.0011,6.57,2.83,0.6014970000000001,0.260816,cluster,4537.0,31.0,satellite
3538,533935,149.53069299999999,2.1095740000000003,0.9973,12.03,5.17,0.341613,0.15094000000000002,cluster,5374.0,11.0,satellite
3540,533797,149.95552800000002,2.110098,0.6801,12.16,5.0,0.250033,0.40674299999999997,filament,1907.0,43.0,satellite
3542,533731,149.894808,2.109368,0.6681,5.48,2.27,0.20583800000000002,0.315285,filament,1907.0,43.0,satellite
3543,533716,150.395897,2.1129740000000004,0.8342,7.54,3.0,0.029963,0.035533999999999996,filament,3121.0,61.0,satellite
3544,533608,149.528941,2.113453,1.0146,5.5,2.4,0.069011,0.09328,filament,5374.0,11.0,satellite
3549,533368,150.182103,2.113386,0.3766,2.89,1.16,0.027119,0.04847,filament,484.0,42.0,satellite
3550,533366,150.196287,2.109888,0.9644,2.6,1.13,0.0063289999999999996,0.15097,filament,4408.0,20.0,satellite
3552,533313,149.629727,2.111616,0.9751,7.34,3.17,0.149584,0.112528,field,4562.0,37.0,satellite
3554,533206,150.577024,2.110173,0.4302,7.36,3.0,0.069459,0.127426,filament,713.0,40.0,satellite
3556,533175,149.52850800000002,2.112222,0.9932,11.75,5.05,0.23966500000000002,0.152212,cluster,5374.0,11.0,satellite
3562,534093,150.538409,2.111442,0.842,3.47,1.38,0.000223,0.052708000000000005,filament,3246.0,35.0,satellite
3563,648083,149.817557,2.2811209999999997,0.3779,19.51,7.82,0.202432,0.065889,cluster,379.0,157.0,satellite
3564,564970,149.830578,2.160149,0.3707,8.09,3.24,0.029972000000000002,0.122546,filament,379.0,157.0,satellite
3566,564853,150.00993,2.158802,0.825,4.36,1.73,0.029397000000000003,0.018321,field,3247.0,10.0,satellite
3568,564666,150.748696,2.158845,1.0585,7.04,3.32,0.5963350000000001,0.409,cluster,5827.0,10.0,satellite
3569,564597,150.059103,2.159168,0.9167,2.73,1.14,0.011386,0.053131,filament,4357.0,15.0,satellite
3570,564584,149.80643899999998,2.157598,0.354,15.96,6.39,0.77687,0.49952700000000005,cluster,379.0,157.0,satellite
3572,534090,149.4883,2.115509,0.1185,4.32,1.75,0.131964,0.13762,filament,8.0,11.0,satellite
3573,564465,149.492946,2.157362,0.1148,6.32,2.58,0.29199400000000003,0.181599,cluster,8.0,11.0,satellite
3575,564353,150.189975,2.155338,0.6686,14.1,5.84,0.652421,0.290673,cluster,1909.0,27.0,satellite
3578,564137,150.156103,2.156529,0.3325,2.96,1.18,0.001577,0.025056000000000002,filament,380.0,15.0,satellite
3584,648141,150.041396,2.281947,0.9181,9.59,4.04,0.11772300000000001,0.42948000000000003,filament,4306.0,19.0,satellite
3587,625327,149.69019699999998,2.246679,1.0117,5.57,2.42,0.01553,0.582082,filament,5198.0,15.0,satellite
3588,625306,149.668361,2.245366,0.3792,3.72,1.49,0.004045,0.02531,filament,535.0,18.0,satellite
3589,625303,149.804662,2.247687,0.3808,16.24,6.51,0.190565,0.05719,cluster,379.0,157.0,satellite
3591,625300,149.77487299999999,2.249771,0.3895,6.38,2.56,0.122261,0.075295,field,379.0,157.0,satellite
3592,625243,150.345435,2.247452,0.4455,2.94,1.2,0.049287,0.032925,field,753.0,10.0,satellite
3594,625219,149.806544,2.250286,0.3623,5.09,2.04,0.140185,0.773717,filament,379.0,157.0,satellite
3596,625350,150.467152,2.247536,0.8144,7.42,2.94,0.10258900000000001,0.363796,filament,2856.0,160.0,satellite
3597,625187,149.53178,2.248159,0.9392,6.03,2.59,0.21390399999999998,0.163651,cluster,4078.0,13.0,satellite
3599,625150,149.53438500000001,2.248873,0.8908,3.67,1.51,0.034204000000000005,0.047503,filament,4078.0,13.0,satellite
3602,625101,149.62543,2.2489220000000003,0.9103,7.32,3.05,0.114624,0.30195500000000003,filament,4133.0,106.0,satellite
3607,625172,149.853832,2.2457119999999997,0.3516,4.9,1.96,6.9e-05,0.318166,filament,379.0,157.0,satellite
3610,625435,149.538265,2.2480290000000003,0.9333,6.89,2.94,0.24781,0.186302,cluster,4078.0,13.0,satellite
3618,532727,149.63815300000002,2.111192,1.1929,5.8,3.24,0.20491199999999998,0.5323479999999999,filament,6581.0,14.0,satellite
3619,532684,150.420024,2.1090020000000003,0.3122,5.49,2.12,0.47423000000000004,0.239643,cluster,246.0,67.0,satellite
3625,532517,149.599073,2.104768,0.9646,6.57,2.84,0.079701,0.235592,filament,4562.0,37.0,satellite
3627,532476,149.620149,2.111393,0.9584,11.56,4.98,0.269233,0.332834,filament,4562.0,37.0,satellite
3628,625616,149.896783,2.247287,0.274,3.8,1.44,0.487979,0.630346,filament,180.0,13.0,satellite
3635,676773,149.64070700000002,2.326527,0.9394,5.01,2.15,0.348188,0.496184,filament,4586.0,83.0,satellite
3636,709246,150.07766999999998,2.371336,0.2295,12.23,4.43,0.777209,0.21133000000000002,cluster,66.0,66.0,satellite
3640,709103,149.693027,2.3726529999999997,0.3714,6.06,2.43,0.035329,0.11665299999999999,filament,331.0,84.0,satellite
3641,709082,150.485189,2.372179,0.6587,4.49,1.88,0.101983,0.041331,field,1916.0,17.0,satellite
3646,708990,150.175467,2.3712310000000003,0.6991,4.44,1.82,0.010914,0.022631000000000002,filament,2161.0,13.0,satellite
3649,678761,149.504876,2.328632,0.4935,4.27,1.7,0.018878,0.07434400000000001,filament,1010.0,10.0,satellite
